College,Gender,Race,Year,Number of students
Fine Arts,Male,Non-resident Alien,2009,46
Fine Arts,Male,Hispanic,2009,113
Fine Arts,Male,"Black or African American, two or more excluding Hispanic",2009,0
Fine Arts,Male,"Black or African American, only",2009,15
Fine Arts,Male,"Asian, only",2009,40
Fine Arts,Male,"White, only",2008,422
Fine Arts,Male,Unknown or Blank,2008,5
Fine Arts,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Fine Arts,Male,Non-resident Alien,2008,43
Fine Arts,Male,Hispanic,2008,113
Fine Arts,Male,"Black or African American, two or more excluding Hispanic",2008,0
Fine Arts,Male,"Black or African American, only",2008,17
Fine Arts,Male,"Asian, only",2008,41
Geosciences,Female,"White, only",2018,99
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2018,7
Geosciences,Female,Non-resident Alien,2018,33
Geosciences,Female,Hispanic,2018,17
Geosciences,Female,"Asian, only",2018,11
Geosciences,Female,"White, only",2017,101
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2017,8
Geosciences,Female,Non-resident Alien,2017,38
Geosciences,Female,Hispanic,2017,16
Geosciences,Female,"Asian, only",2017,10
Geosciences,Female,"White, only",2016,107
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2016,10
Geosciences,Female,Non-resident Alien,2016,57
Geosciences,Female,Hispanic,2016,26
Geosciences,Female,"Asian, only",2016,14
Geosciences,Female,"White, only",2015,121
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2015,8
Geosciences,Female,Non-resident Alien,2015,60
Geosciences,Female,Hispanic,2015,30
Geosciences,Female,"Asian, only",2015,16
Geosciences,Female,"White, only",2014,138
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2014,6
Geosciences,Female,Non-resident Alien,2014,58
Geosciences,Female,Hispanic,2014,35
Geosciences,Female,"Asian, only",2014,13
Geosciences,Female,"White, only",2013,160
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2013,5
Geosciences,Female,Non-resident Alien,2013,44
Geosciences,Female,Hispanic,2013,31
Geosciences,Female,"Asian, only",2013,15
Geosciences,Female,"White, only",2012,162
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2012,5
Geosciences,Female,Non-resident Alien,2012,43
Geosciences,Female,Hispanic,2012,21
Geosciences,Female,"Asian, only",2012,13
Geosciences,Female,"White, only",2011,139
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2011,0
Geosciences,Female,Non-resident Alien,2011,40
Geosciences,Female,Hispanic,2011,19
Geosciences,Female,"Asian, only",2011,9
Geosciences,Female,"White, only",2010,144
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2010,0
Geosciences,Female,Non-resident Alien,2010,38
Geosciences,Female,Hispanic,2010,20
Geosciences,Female,"Asian, only",2010,11
Geosciences,Female,"White, only",2009,150
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Geosciences,Female,Non-resident Alien,2009,37
Geosciences,Female,Hispanic,2009,15
Geosciences,Female,"Asian, only",2009,10
Geosciences,Female,"White, only",2008,136
Geosciences,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Geosciences,Female,Non-resident Alien,2008,32
Geosciences,Female,Hispanic,2008,18
Geosciences,Female,"Asian, only",2008,7
Geosciences,Male,"White, only",2018,116
Geosciences,Male,Unknown or Blank,2018,6
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2018,8
Geosciences,Male,Non-resident Alien,2018,57
Geosciences,Male,Hispanic,2018,32
Geosciences,Male,"Black or African American, only",2018,0
Geosciences,Male,"Asian, only",2018,16
Geosciences,Male,"White, only",2017,147
Geosciences,Male,Unknown or Blank,2017,7
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2017,11
Geosciences,Male,Non-resident Alien,2017,64
Geosciences,Male,Hispanic,2017,47
Geosciences,Male,"Black or African American, only",2017,0
Geosciences,Male,"Asian, only",2017,17
Geosciences,Male,"White, only",2016,168
Geosciences,Male,Unknown or Blank,2016,10
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2016,9
Geosciences,Male,Non-resident Alien,2016,71
Geosciences,Male,Hispanic,2016,50
Geosciences,Male,"Black or African American, only",2016,0
Geosciences,Male,"Asian, only",2016,27
Geosciences,Male,"White, only",2015,198
Geosciences,Male,Unknown or Blank,2015,8
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2015,11
Geosciences,Male,Non-resident Alien,2015,69
Geosciences,Male,Hispanic,2015,49
Geosciences,Male,"Black or African American, only",2015,0
Geosciences,Male,"Asian, only",2015,29
Geosciences,Male,"White, only",2014,219
Geosciences,Male,Unknown or Blank,2014,10
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2014,12
Geosciences,Male,Non-resident Alien,2014,68
Geosciences,Male,Hispanic,2014,47
Geosciences,Male,"Black or African American, only",2014,0
Geosciences,Male,"Asian, only",2014,30
Geosciences,Male,"White, only",2013,220
Geosciences,Male,Unknown or Blank,2013,9
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2013,8
Geosciences,Male,Non-resident Alien,2013,72
Geosciences,Male,Hispanic,2013,43
Geosciences,Male,"Black or African American, only",2013,5
Geosciences,Male,"Asian, only",2013,23
Geosciences,Male,"White, only",2012,212
Geosciences,Male,Unknown or Blank,2012,0
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2012,8
Geosciences,Male,Non-resident Alien,2012,80
Geosciences,Male,Hispanic,2012,37
Geosciences,Male,"Black or African American, only",2012,0
Geosciences,Male,"Asian, only",2012,20
Geosciences,Male,"White, only",2011,221
Geosciences,Male,Unknown or Blank,2011,0
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2011,0
Geosciences,Male,Non-resident Alien,2011,71
Geosciences,Male,Hispanic,2011,37
Geosciences,Male,"Black or African American, only",2011,0
Geosciences,Male,"Asian, only",2011,15
Geosciences,Male,"White, only",2010,211
Geosciences,Male,Unknown or Blank,2010,0
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2010,0
Geosciences,Male,Non-resident Alien,2010,71
Geosciences,Male,Hispanic,2010,31
Geosciences,Male,"Black or African American, only",2010,0
Geosciences,Male,"Asian, only",2010,13
Geosciences,Male,"White, only",2009,221
Geosciences,Male,Unknown or Blank,2009,0
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Geosciences,Male,Non-resident Alien,2009,63
Geosciences,Male,Hispanic,2009,30
Geosciences,Male,"Black or African American, only",2009,8
Geosciences,Male,"Asian, only",2009,17
Geosciences,Male,"White, only",2008,207
Geosciences,Male,Unknown or Blank,2008,0
Geosciences,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Geosciences,Male,Non-resident Alien,2008,56
Geosciences,Male,Hispanic,2008,19
Geosciences,Male,"Black or African American, only",2008,7
Geosciences,Male,"Asian, only",2008,18
Information,Female,"White, only",2018,89
Information,Female,Unknown or Blank,2018,0
Information,Female,"Two or more, excluding Hispanic and Black or African American",2018,0
Information,Female,Non-resident Alien,2018,68
Information,Female,Hispanic,2018,22
Information,Female,"Black or African American, only",2018,0
Information,Female,"Asian, only",2018,5
Information,Female,"White, only",2017,83
Information,Female,Unknown or Blank,2017,5
Information,Female,"Two or more, excluding Hispanic and Black or African American",2017,0
Information,Female,Non-resident Alien,2017,65
Information,Female,Hispanic,2017,21
Information,Female,"Black or African American, only",2017,0
Information,Female,"Asian, only",2017,5
Information,Female,"White, only",2016,90
Information,Female,Unknown or Blank,2016,6
Information,Female,"Two or more, excluding Hispanic and Black or African American",2016,5
Information,Female,Non-resident Alien,2016,49
Information,Female,Hispanic,2016,11
Information,Female,"Black or African American, only",2016,0
Information,Female,"Asian, only",2016,0
Information,Female,"White, only",2015,97
Information,Female,Unknown or Blank,2015,6
Information,Female,"Two or more, excluding Hispanic and Black or African American",2015,5
Information,Female,Non-resident Alien,2015,29
Information,Female,Hispanic,2015,17
Information,Female,"Black or African American, only",2015,0
Information,Female,"Asian, only",2015,0
Information,Female,"White, only",2014,115
Information,Female,Unknown or Blank,2014,9
Information,Female,"Two or more, excluding Hispanic and Black or African American",2014,0
Information,Female,Non-resident Alien,2014,21
Information,Female,Hispanic,2014,18
Information,Female,"Black or African American, only",2014,0
Information,Female,"Asian, only",2014,0
Information,Female,"White, only",2013,143
Information,Female,Unknown or Blank,2013,6
Information,Female,"Two or more, excluding Hispanic and Black or African American",2013,0
Information,Female,Non-resident Alien,2013,15
Information,Female,Hispanic,2013,12
Information,Female,"Black or African American, only",2013,0
Information,Female,"Asian, only",2013,0
Information,Female,"White, only",2012,147
Information,Female,Unknown or Blank,2012,0
Information,Female,"Two or more, excluding Hispanic and Black or African American",2012,5
Information,Female,Non-resident Alien,2012,11
Information,Female,Hispanic,2012,14
Information,Female,"Black or African American, only",2012,0
Information,Female,"Asian, only",2012,5
Information,Female,"White, only",2011,156
Information,Female,Unknown or Blank,2011,0
Information,Female,"Two or more, excluding Hispanic and Black or African American",2011,0
Information,Female,Non-resident Alien,2011,11
Information,Female,Hispanic,2011,17
Information,Female,"Black or African American, only",2011,0
Information,Female,"Asian, only",2011,6
Information,Female,"White, only",2010,173
Information,Female,Unknown or Blank,2010,5
Information,Female,"Two or more, excluding Hispanic and Black or African American",2010,0
Information,Female,Non-resident Alien,2010,8
Information,Female,Hispanic,2010,20
Information,Female,"Black or African American, only",2010,0
Information,Female,"Asian, only",2010,12
Information,Female,"White, only",2009,167
Information,Female,Unknown or Blank,2009,5
Information,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Information,Female,Non-resident Alien,2009,6
Information,Female,Hispanic,2009,12
Information,Female,"Black or African American, only",2009,0
Information,Female,"Asian, only",2009,18
Information,Female,"White, only",2008,157
Information,Female,Unknown or Blank,2008,0
Information,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Information,Female,Non-resident Alien,2008,8
Information,Female,Hispanic,2008,15
Information,Female,"Black or African American, only",2008,5
Information,Female,"Asian, only",2008,14
Information,Male,"White, only",2018,32
Information,Male,Non-resident Alien,2018,38
Information,Male,Hispanic,2018,7
Information,Male,"Black or African American, only",2018,0
Information,Male,"White, only",2017,30
Information,Male,Non-resident Alien,2017,33
Information,Male,Hispanic,2017,7
Information,Male,"Black or African American, only",2017,5
Information,Male,"White, only",2016,26
Information,Male,Non-resident Alien,2016,20
Information,Male,Hispanic,2016,8
Information,Male,"Black or African American, only",2016,0
Information,Male,"White, only",2015,30
Information,Male,Non-resident Alien,2015,14
Information,Male,Hispanic,2015,10
Information,Male,"Black or African American, only",2015,0
Information,Male,"White, only",2014,31
Information,Male,Non-resident Alien,2014,13
Information,Male,Hispanic,2014,12
Information,Male,"Black or African American, only",2014,0
Information,Male,"White, only",2013,46
Information,Male,Non-resident Alien,2013,8
Information,Male,Hispanic,2013,12
Information,Male,"Black or African American, only",2013,0
Information,Male,"White, only",2012,50
Information,Male,Non-resident Alien,2012,5
Information,Male,Hispanic,2012,11
Information,Male,"Black or African American, only",2012,0
Information,Male,"White, only",2011,54
Information,Male,Non-resident Alien,2011,0
Information,Male,Hispanic,2011,8
Information,Male,"Black or African American, only",2011,0
Information,Male,"White, only",2010,55
Information,Male,Non-resident Alien,2010,6
Information,Male,Hispanic,2010,8
Information,Male,"Black or African American, only",2010,0
Information,Male,"White, only",2009,54
Information,Male,Non-resident Alien,2009,0
Information,Male,Hispanic,2009,7
Information,Male,"Black or African American, only",2009,0
Information,Male,"White, only",2008,59
Information,Male,Non-resident Alien,2008,0
Information,Male,Hispanic,2008,9
Information,Male,"Black or African American, only",2008,0
Intercollegial Programs,Female,"White, only",2018,28
Intercollegial Programs,Female,Non-resident Alien,2018,12
Intercollegial Programs,Female,Hispanic,2018,6
Intercollegial Programs,Female,"Asian, only",2018,5
Intercollegial Programs,Female,"White, only",2017,31
Intercollegial Programs,Female,Non-resident Alien,2017,14
Intercollegial Programs,Female,Hispanic,2017,7
Intercollegial Programs,Female,"Asian, only",2017,5
Intercollegial Programs,Female,"White, only",2016,29
Intercollegial Programs,Female,Non-resident Alien,2016,11
Intercollegial Programs,Female,Hispanic,2016,5
Intercollegial Programs,Female,"Asian, only",2016,6
Intercollegial Programs,Female,"White, only",2015,26
Intercollegial Programs,Female,Non-resident Alien,2015,10
Intercollegial Programs,Female,Hispanic,2015,0
Intercollegial Programs,Female,"Asian, only",2015,9
Intercollegial Programs,Female,"White, only",2014,26
Intercollegial Programs,Female,Non-resident Alien,2014,9
Intercollegial Programs,Female,Hispanic,2014,0
Intercollegial Programs,Female,"Asian, only",2014,8
Intercollegial Programs,Female,"White, only",2013,32
Intercollegial Programs,Female,Non-resident Alien,2013,7
Intercollegial Programs,Female,Hispanic,2013,0
Intercollegial Programs,Female,"Asian, only",2013,6
Intercollegial Programs,Female,"White, only",2012,38
Intercollegial Programs,Female,Non-resident Alien,2012,6
Intercollegial Programs,Female,Hispanic,2012,0
Intercollegial Programs,Female,"Asian, only",2012,0
Intercollegial Programs,Female,"White, only",2011,40
Intercollegial Programs,Female,Non-resident Alien,2011,7
Intercollegial Programs,Female,Hispanic,2011,0
Intercollegial Programs,Female,"Asian, only",2011,0
Intercollegial Programs,Female,"White, only",2010,40
Intercollegial Programs,Female,Non-resident Alien,2010,7
Intercollegial Programs,Female,Hispanic,2010,0
Intercollegial Programs,Female,"Asian, only",2010,0
Intercollegial Programs,Female,"White, only",2009,37
Intercollegial Programs,Female,Non-resident Alien,2009,7
Intercollegial Programs,Female,Hispanic,2009,7
Intercollegial Programs,Female,"Asian, only",2009,0
Intercollegial Programs,Female,"White, only",2008,38
Intercollegial Programs,Female,Non-resident Alien,2008,6
Intercollegial Programs,Female,Hispanic,2008,5
Intercollegial Programs,Female,"Asian, only",2008,0
Intercollegial Programs,Male,"White, only",2018,54
Intercollegial Programs,Male,Non-resident Alien,2018,37
Intercollegial Programs,Male,Hispanic,2018,7
Intercollegial Programs,Male,"Asian, only",2018,9
Intercollegial Programs,Male,"White, only",2017,51
Intercollegial Programs,Male,Non-resident Alien,2017,38
Intercollegial Programs,Male,Hispanic,2017,6
Intercollegial Programs,Male,"Asian, only",2017,9
Intercollegial Programs,Male,"White, only",2016,52
Intercollegial Programs,Male,Non-resident Alien,2016,38
Intercollegial Programs,Male,Hispanic,2016,0
Intercollegial Programs,Male,"Asian, only",2016,6
Intercollegial Programs,Male,"White, only",2015,52
Intercollegial Programs,Male,Non-resident Alien,2015,28
Intercollegial Programs,Male,Hispanic,2015,0
Intercollegial Programs,Male,"Asian, only",2015,11
Intercollegial Programs,Male,"White, only",2014,59
Intercollegial Programs,Male,Non-resident Alien,2014,25
Intercollegial Programs,Male,Hispanic,2014,0
Intercollegial Programs,Male,"Asian, only",2014,11
Intercollegial Programs,Male,"White, only",2013,60
Intercollegial Programs,Male,Non-resident Alien,2013,24
Intercollegial Programs,Male,Hispanic,2013,0
Intercollegial Programs,Male,"Asian, only",2013,9
Intercollegial Programs,Male,"White, only",2012,62
Intercollegial Programs,Male,Non-resident Alien,2012,22
Intercollegial Programs,Male,Hispanic,2012,5
Intercollegial Programs,Male,"Asian, only",2012,8
Intercollegial Programs,Male,"White, only",2011,59
Intercollegial Programs,Male,Non-resident Alien,2011,22
Intercollegial Programs,Male,Hispanic,2011,6
Intercollegial Programs,Male,"Asian, only",2011,8
Intercollegial Programs,Male,"White, only",2010,61
Intercollegial Programs,Male,Non-resident Alien,2010,19
Intercollegial Programs,Male,Hispanic,2010,7
Intercollegial Programs,Male,"Asian, only",2010,9
Intercollegial Programs,Male,"White, only",2009,61
Intercollegial Programs,Male,Non-resident Alien,2009,21
Intercollegial Programs,Male,Hispanic,2009,0
Intercollegial Programs,Male,"Asian, only",2009,8
Intercollegial Programs,Male,"White, only",2008,61
Intercollegial Programs,Male,Non-resident Alien,2008,22
Intercollegial Programs,Male,Hispanic,2008,0
Intercollegial Programs,Male,"Asian, only",2008,8
Law,Female,"White, only",2018,274
Law,Female,Unknown or Blank,2018,9
Law,Female,"Two or more, excluding Hispanic and Black or African American",2018,15
Law,Female,Non-resident Alien,2018,41
Law,Female,Hispanic,2018,75
Law,Female,"Black or African American, two or more excluding Hispanic",2018,7
Law,Female,"Black or African American, only",2018,23
Law,Female,"Asian, only",2018,35
Law,Female,"White, only",2017,239
Law,Female,Unknown or Blank,2017,8
Law,Female,"Two or more, excluding Hispanic and Black or African American",2017,13
Law,Female,Non-resident Alien,2017,40
Law,Female,Hispanic,2017,64
Law,Female,"Black or African American, two or more excluding Hispanic",2017,5
Law,Female,"Black or African American, only",2017,21
Law,Female,"Asian, only",2017,32
Law,Female,"White, only",2016,238
Law,Female,Unknown or Blank,2016,10
Law,Female,"Two or more, excluding Hispanic and Black or African American",2016,8
Law,Female,Non-resident Alien,2016,48
Law,Female,Hispanic,2016,64
Law,Female,"Black or African American, two or more excluding Hispanic",2016,5
Law,Female,"Black or African American, only",2016,21
Law,Female,"Asian, only",2016,33
Law,Female,"White, only",2015,239
Law,Female,Unknown or Blank,2015,14
Law,Female,"Two or more, excluding Hispanic and Black or African American",2015,10
Law,Female,Non-resident Alien,2015,36
Law,Female,Hispanic,2015,62
Law,Female,"Black or African American, two or more excluding Hispanic",2015,9
Law,Female,"Black or African American, only",2015,28
Law,Female,"Asian, only",2015,30
Law,Female,"White, only",2014,265
Law,Female,Unknown or Blank,2014,16
Law,Female,"Two or more, excluding Hispanic and Black or African American",2014,13
Law,Female,Non-resident Alien,2014,49
Law,Female,Hispanic,2014,79
Law,Female,"Black or African American, two or more excluding Hispanic",2014,7
Law,Female,"Black or African American, only",2014,31
Law,Female,"Asian, only",2014,28
Law,Female,"White, only",2013,272
Law,Female,Unknown or Blank,2013,24
Law,Female,"Two or more, excluding Hispanic and Black or African American",2013,13
Law,Female,Non-resident Alien,2013,35
Law,Female,Hispanic,2013,78
Law,Female,"Black or African American, two or more excluding Hispanic",2013,5
Law,Female,"Black or African American, only",2013,26
Law,Female,"Asian, only",2013,28
Law,Female,"White, only",2012,274
Law,Female,Unknown or Blank,2012,31
Law,Female,"Two or more, excluding Hispanic and Black or African American",2012,7
Law,Female,Non-resident Alien,2012,42
Law,Female,Hispanic,2012,83
Law,Female,"Black or African American, two or more excluding Hispanic",2012,7
Law,Female,"Black or African American, only",2012,24
Law,Female,"Asian, only",2012,30
Law,Female,"White, only",2011,289
Law,Female,Unknown or Blank,2011,50
Law,Female,"Two or more, excluding Hispanic and Black or African American",2011,6
Law,Female,Non-resident Alien,2011,40
Law,Female,Hispanic,2011,79
Law,Female,"Black or African American, two or more excluding Hispanic",2011,7
Law,Female,"Black or African American, only",2011,29
Law,Female,"Asian, only",2011,31
Law,Female,"White, only",2010,316
Law,Female,Unknown or Blank,2010,42
Law,Female,"Two or more, excluding Hispanic and Black or African American",2010,0
Law,Female,Non-resident Alien,2010,39
Law,Female,Hispanic,2010,83
Law,Female,"Black or African American, two or more excluding Hispanic",2010,5
Law,Female,"Black or African American, only",2010,34
Law,Female,"Asian, only",2010,33
Law,Female,"White, only",2009,318
Law,Female,Unknown or Blank,2009,37
Law,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Law,Female,Non-resident Alien,2009,40
Law,Female,Hispanic,2009,84
Law,Female,"Black or African American, two or more excluding Hispanic",2009,0
Law,Female,"Black or African American, only",2009,40
Law,Female,"Asian, only",2009,35
Law,Female,"White, only",2008,305
Law,Female,Unknown or Blank,2008,31
Law,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Law,Female,Non-resident Alien,2008,37
Law,Female,Hispanic,2008,84
Law,Female,"Black or African American, two or more excluding Hispanic",2008,0
Law,Female,"Black or African American, only",2008,45
Law,Female,"Asian, only",2008,40
Law,Male,"White, only",2018,367
Law,Male,Unknown or Blank,2018,20
Law,Male,"Two or more, excluding Hispanic and Black or African American",2018,11
Law,Male,Non-resident Alien,2018,46
Law,Male,Hispanic,2018,76
Law,Male,"Black or African American, two or more excluding Hispanic",2018,7
Law,Male,"Black or African American, only",2018,20
Law,Male,"Asian, only",2018,24
Law,Male,"White, only",2017,300
Law,Male,Unknown or Blank,2017,20
Law,Male,"Two or more, excluding Hispanic and Black or African American",2017,13
Law,Male,Non-resident Alien,2017,60
Law,Male,Hispanic,2017,61
Law,Male,"Black or African American, two or more excluding Hispanic",2017,6
Law,Male,"Black or African American, only",2017,24
Law,Male,"Asian, only",2017,18
Law,Male,"White, only",2016,317
Law,Male,Unknown or Blank,2016,30
Law,Male,"Two or more, excluding Hispanic and Black or African American",2016,20
Law,Male,Non-resident Alien,2016,42
Law,Male,Hispanic,2016,68
Law,Male,"Black or African American, two or more excluding Hispanic",2016,9
Law,Male,"Black or African American, only",2016,25
Law,Male,"Asian, only",2016,22
Law,Male,"White, only",2015,309
Law,Male,Unknown or Blank,2015,38
Law,Male,"Two or more, excluding Hispanic and Black or African American",2015,19
Law,Male,Non-resident Alien,2015,45
Law,Male,Hispanic,2015,73
Law,Male,"Black or African American, two or more excluding Hispanic",2015,8
Law,Male,"Black or African American, only",2015,22
Law,Male,"Asian, only",2015,35
Law,Male,"White, only",2014,351
Law,Male,Unknown or Blank,2014,40
Law,Male,"Two or more, excluding Hispanic and Black or African American",2014,22
Law,Male,Non-resident Alien,2014,45
Law,Male,Hispanic,2014,75
Law,Male,"Black or African American, two or more excluding Hispanic",2014,7
Law,Male,"Black or African American, only",2014,17
Law,Male,"Asian, only",2014,42
Law,Male,"White, only",2013,364
Law,Male,Unknown or Blank,2013,39
Law,Male,"Two or more, excluding Hispanic and Black or African American",2013,18
Law,Male,Non-resident Alien,2013,42
Law,Male,Hispanic,2013,85
Law,Male,"Black or African American, two or more excluding Hispanic",2013,6
Law,Male,"Black or African American, only",2013,16
Law,Male,"Asian, only",2013,33
Law,Male,"White, only",2012,363
Law,Male,Unknown or Blank,2012,46
Law,Male,"Two or more, excluding Hispanic and Black or African American",2012,12
Law,Male,Non-resident Alien,2012,45
Law,Male,Hispanic,2012,82
Law,Male,"Black or African American, two or more excluding Hispanic",2012,5
Law,Male,"Black or African American, only",2012,23
Law,Male,"Asian, only",2012,28
Law,Male,"White, only",2011,381
Law,Male,Unknown or Blank,2011,67
Law,Male,"Two or more, excluding Hispanic and Black or African American",2011,11
Law,Male,Non-resident Alien,2011,40
Law,Male,Hispanic,2011,88
Law,Male,"Black or African American, two or more excluding Hispanic",2011,0
Law,Male,"Black or African American, only",2011,22
Law,Male,"Asian, only",2011,29
Law,Male,"White, only",2010,384
Law,Male,Unknown or Blank,2010,73
Law,Male,"Two or more, excluding Hispanic and Black or African American",2010,0
Law,Male,Non-resident Alien,2010,33
Law,Male,Hispanic,2010,90
Law,Male,"Black or African American, two or more excluding Hispanic",2010,0
Law,Male,"Black or African American, only",2010,22
Law,Male,"Asian, only",2010,27
Law,Male,"White, only",2009,391
Law,Male,Unknown or Blank,2009,66
Law,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Law,Male,Non-resident Alien,2009,33
Law,Male,Hispanic,2009,100
Law,Male,"Black or African American, two or more excluding Hispanic",2009,0
Law,Male,"Black or African American, only",2009,25
Law,Male,"Asian, only",2009,38
Law,Male,"White, only",2008,442
Law,Male,Unknown or Blank,2008,60
Law,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Law,Male,Non-resident Alien,2008,27
Law,Male,Hispanic,2008,107
Law,Male,"Black or African American, two or more excluding Hispanic",2008,0
Law,Male,"Black or African American, only",2008,27
Law,Male,"Asian, only",2008,42
Liberal Arts,Female,"White, only",2018,2541
Liberal Arts,Female,Unknown or Blank,2018,65
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2018,170
Liberal Arts,Female,Non-resident Alien,2018,504
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2018,5
Liberal Arts,Female,Hispanic,2018,1738
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2018,73
Liberal Arts,Female,"Black or African American, only",2018,316
Liberal Arts,Female,"Asian, only",2018,748
Liberal Arts,Female,"American Indian or Alaska Native, only",2018,8
Liberal Arts,Female,"White, only",2017,2676
Liberal Arts,Female,Unknown or Blank,2017,71
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2017,156
Liberal Arts,Female,Non-resident Alien,2017,461
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2017,10
Liberal Arts,Female,Hispanic,2017,1645
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2017,72
Liberal Arts,Female,"Black or African American, only",2017,304
Liberal Arts,Female,"Asian, only",2017,727
Liberal Arts,Female,"American Indian or Alaska Native, only",2017,7
Liberal Arts,Female,"White, only",2016,2728
Liberal Arts,Female,Unknown or Blank,2016,81
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2016,176
Liberal Arts,Female,Non-resident Alien,2016,467
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2016,10
Liberal Arts,Female,Hispanic,2016,1533
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2016,63
Liberal Arts,Female,"Black or African American, only",2016,290
Liberal Arts,Female,"Asian, only",2016,679
Liberal Arts,Female,"American Indian or Alaska Native, only",2016,11
Liberal Arts,Female,"White, only",2015,2625
Liberal Arts,Female,Unknown or Blank,2015,61
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2015,171
Liberal Arts,Female,Non-resident Alien,2015,408
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2015,7
Liberal Arts,Female,Hispanic,2015,1345
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2015,43
Liberal Arts,Female,"Black or African American, only",2015,270
Liberal Arts,Female,"Asian, only",2015,581
Liberal Arts,Female,"American Indian or Alaska Native, only",2015,8
Liberal Arts,Female,"White, only",2014,2549
Liberal Arts,Female,Unknown or Blank,2014,58
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2014,145
Liberal Arts,Female,Non-resident Alien,2014,359
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2014,5
Liberal Arts,Female,Hispanic,2014,1237
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2014,44
Liberal Arts,Female,"Black or African American, only",2014,240
Liberal Arts,Female,"Asian, only",2014,499
Liberal Arts,Female,"American Indian or Alaska Native, only",2014,11
Liberal Arts,Female,"White, only",2013,2665
Liberal Arts,Female,Unknown or Blank,2013,50
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2013,128
Liberal Arts,Female,Non-resident Alien,2013,373
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2013,6
Liberal Arts,Female,Hispanic,2013,1196
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2013,37
Liberal Arts,Female,"Black or African American, only",2013,264
Liberal Arts,Female,"Asian, only",2013,481
Liberal Arts,Female,"American Indian or Alaska Native, only",2013,17
Liberal Arts,Female,"White, only",2012,2833
Liberal Arts,Female,Unknown or Blank,2012,45
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2012,108
Liberal Arts,Female,Non-resident Alien,2012,345
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2012,0
Liberal Arts,Female,Hispanic,2012,1199
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2012,32
Liberal Arts,Female,"Black or African American, only",2012,284
Liberal Arts,Female,"Asian, only",2012,521
Liberal Arts,Female,"American Indian or Alaska Native, only",2012,21
Liberal Arts,Female,"White, only",2011,3002
Liberal Arts,Female,Unknown or Blank,2011,53
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2011,81
Liberal Arts,Female,Non-resident Alien,2011,343
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2011,0
Liberal Arts,Female,Hispanic,2011,1142
